die_number,dimension1,dimension2,dimension3,dimension4,wt_kg_p_mt,die_diagram
14031,16.5,7.5,4.5,0,0.457,die_profile_images/2023/07/10/055601/round_tube.jpg
14032,19.8,13.8,3,0,0.427,die_profile_images/2023/10/04/034033/14032.jpg
14034,15.9,11.1,2.4,0,0.274,die_profile_images/2024/01/10/045031/round_tube.jpg
14035,12.65,6.6,3.05,0,0.249,die_profile_images/2024/02/12/121111/14035.jpg
14036,22,18,2,0,0.339,die_profile_images/2024/01/02/032155/round_tube.jpg
14037,8,4,0,0,0.101,die_profile_images/2024/02/09/121832/round_tube.jpg
14038,14.3,7.5,3.4,0,0.314,die_profile_images/2024/04/24/023227/14038.jpg
14038,14.3,7.5,3.4,0,0.314,die_profile_images/2024/04/24/023513/14038.jpg
14039,18.7,7.5,5.6,0,0.622,die_profile_images/2024/04/24/023336/14039.jpg
14101,25,22,1.5,0,0.298,die_profile_images/.net_data/aa196f37-01cf-451b-b2b8-be126b5848a6_round tube.jpg
14102,25.7,15.7,5,0,0.877,die_profile_images/.net_data/ab437041-fc43-4146-b426-9dd2718c6288_round tube.jpg
14103,25,12,6.5,0,1.046,die_profile_images/.net_data/fb013969-83d0-463c-b506-d10cb714b7d2_round tube.jpg
14104,38,35.4,1.3,0,0.404,die_profile_images/.net_data/b071d6f2-678d-48de-b786-3fb76c596869_round tube.jpg
14105,38,36.4,0.8,0,0.252,die_profile_images/.net_data/3507379d-2af6-4528-9d35-6153eb938ae7_round tube.jpg
14106,26,12,7,0,1.128,die_profile_images/.net_data/2ba7a260-4049-45b4-8a94-2eb198db8cbb_round tube.jpg
14107,32,25,3.5,0,0.806,die_profile_images/.net_data/4fd7b7e6-892a-4a20-9881-97c385b7d157_round tube.jpg
14108,31.8,25.4,3.2,0,0.776,die_profile_images/.net_data/bf2a324f-462b-45eb-b28d-73111e463bf3_round tube.jpg
14109,28,25,1.5,0,0.37,die_profile_images/.net_data/95995ab6-bc7a-4000-8412-d74f8e648008_ROUND TUBE.jpg
14110,28,26.4,0.8,0,0.228,die_profile_images/.net_data/5cac40f3-012c-410b-adb4-1435d77baf66_ROUND TUBE.jpg
14111,35,25,5,0,1.272,die_profile_images/.net_data/cc82b496-c4d8-427f-820d-122380947af8_14111.jpg
14111,35,25,5,0,1.272,die_profile_images/2021/12/11/110435/round_tube.jpg
14112,38,15,11.5,0,2.585,die_profile_images/.net_data/d87f86a0-0d1f-4d2b-9366-efbb877c7da7_round tube.jpg
14113,38,26,6,0,1.628,die_profile_images/.net_data/1ec48652-4f79-4d0c-8b4d-a025036f7a71_round tube.jpg
14114,25,20,2.5,0,0.477,die_profile_images/2021/03/23/040540/round_tube.jpg
14115,30,25,2.5,0,0.583,die_profile_images/2021/03/23/040423/round_tube.jpg
14116,25.4,6.58,9.41,0,1.276,die_profile_images/2021/04/23/022935/14116.jpg
14117,35,17,9,0,1.984,die_profile_images/2021/05/21/111922/round_tube.jpg
14118,30,26.8,1.6,0,0.385,die_profile_images/2021/08/20/051839/14118.jpg
14119,32,24,4,0,0.949,die_profile_images/2021/08/16/120820/cc82b496-c4d8-427f-820d-122380947af8_14111.jpg
14120,25.4,21.4,2,0,0.396,die_profile_images/2022/04/23/113850/ROUND_TUBE.jpg
14121,28,24,2,0,0.44,die_profile_images/2022/05/25/120914/round_tube.jpg
14122,32,29.5,1.25,0,0.326,die_profile_images/2023/07/12/061227/14239.jpg
14200,40,34,3,0,0.941,die_profile_images/2021/03/23/040153/round_tube.jpg
14201,42,34.9,3.55,0,1.157,die_profile_images/.net_data/10f7e043-bc30-41be-844e-f2395a3dc09d_round tube.jpg
14202,42,32.3,4.85,0,1.528,die_profile_images/.net_data/5baa4c4d-32a4-47c6-940e-6927a3f88054_round tube.jpg
14203,48.4,46.4,1,0,0.45,die_profile_images/.net_data/041e6a11-0b88-492e-af51-19f61396894a_round tube.jpg
14204,40,30,5,0,1.484,die_profile_images/.net_data/8dc7f4a1-8da6-4e52-bd74-8e5c9506f752_round tube.jpg
14205,45.2,24.8,10.2,0,3.028,die_profile_images/.net_data/8a54803e-72a0-4b77-bb4a-07425aeb7b42_round tube.jpg
14206,50,40,5,0,1.9,die_profile_images/.net_data/e311e593-c53e-4e82-8307-effb38ae39ed_round tube.jpg
14207,40,35.3,2.35,0,0.75,die_profile_images/.net_data/3df8ef08-d9d1-44ee-8da5-653b7e092fe4_round tube.jpg
14208,60,50,5,0,2.332,die_profile_images/.net_data/956dc638-b387-49ca-9658-a3d954d16c9d_round tube.jpg
14209,50,44,3,0,1.195,die_profile_images/.net_data/c3ba1d1d-2487-43f3-8468-88abcd76ede5_round tube.jpg
14210,60,40,10,0,4.241,die_profile_images/.net_data/695db4ac-200f-4c2b-9fad-728d4280f118_round tube.jpg
14211,50.4,47.4,1.5,0,0.622,die_profile_images/.net_data/4cbdfd94-a1c6-4286-8a68-6356d030ecb2_round tube.jpg
14212,50,41,4.5,0,1.736,die_profile_images/.net_data/cef1e16b-3828-47f8-8820-58ece3567d8e_round tube.jpg
14213,63,60.2,1.4,0,0.84,die_profile_images/.net_data/2eda5e05-3822-419f-a6f0-15d689107bb7_round tube.jpg
14214,50,48.1,0.95,0,0.395,die_profile_images/.net_data/71618a0b-cd7c-4223-a943-10286d5f15c2_round tube.jpg
14215,63.5,57.2,3.15,0,1.612,die_profile_images/.net_data/ab3e9ae4-d31b-43ef-a291-abc5b001e34e_round tube.jpg
14216,51.5,39,6.25,0,2.398,die_profile_images/.net_data/b3e2538b-71d3-46c0-b25e-98ddf50380dc_round tube.jpg
14217,54.5,47,3.75,0,1.614,die_profile_images/.net_data/8feec54d-8294-4eb2-9a08-b5230c3f79a5_round tube.jpg
14218,50.4,46.4,2,0,0.821,die_profile_images/.net_data/8e1eb68e-cc15-4ecc-ae3e-f2146172f2ba_round tube.jpg
14219,45,18,13.5,0,3.607,die_profile_images/.net_data/d5797300-b170-4e7d-8a9f-cb8482c6d762_round tube.jpg
14220,43,18,12.5,0,3.234,die_profile_images/.net_data/b598683b-87da-42a0-9e2c-1799e3caab58_round tube.jpg
14221,69.85,63.5,3.18,0,1.795,die_profile_images/.net_data/d40d221a-02ac-44c8-8a38-21ec2ba93d8e_round tube.jpg
14222,54,34,10,0,3.732,die_profile_images/.net_data/f73e7b3b-f0a0-491a-8c90-83c95f3e6adb_round tube.jpg
14223,44.5,38.14,3.18,0,1.114,die_profile_images/.net_data/13f16e0a-d939-4a68-8dd9-6589e6039622_ROUND TUBE.jpg
14224,50.8,25.4,12.7,0,4.104,die_profile_images/.net_data/5e38ea8a-3025-4e2a-89c1-778296653885_round tube.jpg
14225,60,52.4,3.8,0,1.811,die_profile_images/.net_data/df52091d-8ac5-4316-bcac-6175eee8e4cd_round tube.jpg
14226,50.6,48.6,1,0,0.453,die_profile_images/.net_data/1e5fdded-e0ce-4ad5-9392-52fdb74ab214_round tube.jpg
14227,43.6,40.9,1.35,0,0.483,die_profile_images/.net_data/8ed3e553-fd29-4caf-9013-9d6b4fa6c7da_ROUND TUBE.jpg
14228,56.5,54,1.25,0,0.533,die_profile_images/.net_data/3abed4b8-b9fe-48ef-863b-36bdfbfd24f8_14111.jpg
14229,62,52,5,0,2.417,die_profile_images/.net_data/58377423-a1e2-47ad-9034-d17ef183f716_ROUND TUBE.jpg
14230,75,65,5,0,2.968,die_profile_images/.net_data/928c3c66-c043-4955-9a08-af263147b7f7_ROUND TUBE.jpg
14231,50,45.6,2.2,0,0.891,die_profile_images/2021/03/23/125425/round_tube.jpg
14232,71,67,2,0,1.17,die_profile_images/2021/03/26/053005/round_tube.jpg
14233,62,56,3,0,1.501,die_profile_images/2021/04/07/114850/round_tube.jpg
14234,39,74,17.5,0,8.386,die_profile_images/2021/04/23/044934/round_tube.jpg
14235,50.8,21.8,14.5,0,4.464,die_profile_images/2021/05/26/042453/14023.jpg
14236,60,54,3,0,1.45,die_profile_images/2021/06/16/041727/14023.jpg
14237,43.5,39.9,1.8,0,0.568,die_profile_images/2021/07/12/010019/round_tube.jpg
14238,40,27,6.5,0,1.846,die_profile_images/2021/07/27/104154/round_tube.jpg
14239,41.9,38.9,1.5,0,0.552,die_profile_images/2021/07/30/111358/round_tube.jpg
14240,75,71,2,0,1.238,die_profile_images/2022/03/21/041943/ROUND_TUBE.jpg
14241,42,30.7,5.65,0,1.742,die_profile_images/2022/07/28/020325/round_tube.jpg
14242,41.5,17,12.25,0,3.039,die_profile_images/2023/07/10/045416/14242.jpg
14243,41.5,12,14.75,0,3.346,die_profile_images/2023/07/10/045543/14242.jpg
14244,41.5,14,13.75,0,3.236,die_profile_images/2023/07/10/050339/14242.jpg
14245,37.5,15.25,11.13,0,2.488,die_profile_images/2023/07/10/045803/14242.jpg
14246,40,36,2,0,0.644,die_profile_images/2023/08/09/060033/14246.jpg
14247,50,47,1.5,0,0.616,die_profile_images/2023/10/26/121754/14239.jpg
14248,50,46,2,0,0.874,die_profile_images/2024/01/11/115004/14248.jpg
14249,53,50.2,1.4,0,0.612,die_profile_images/2024/01/31/120420/14249.jpg
14250,33,18,7.5,0,1.622,die_profile_images/2024/07/17/093726/14250.jpg
14251,70,50,0,0,5.086,die_profile_images/2024/10/15/055840/14251.jpg
14252,31.5,7,0,0,1.454,die_profile_images/2025/03/24/034304/14252.jpg
14301,76.2,69.8,3.2,0,1.961,die_profile_images/.net_data/548aad5a-70a1-49bd-851e-d33e69832529_round tube.jpg
14302,76.2,63.5,6.35,0,3.762,die_profile_images/.net_data/8a8569fc-8f54-4119-b5b1-d405271f1876_round tube.jpg
14303,88.9,76.2,6.35,0,4.446,die_profile_images/.net_data/b9514862-5a96-40a2-bb89-177834a2d027_round tube.jpg
14304,101.6,88.9,6.35,0,5.434,die_profile_images/.net_data/e31178a0-6543-4ca3-ab53-75aa7fdb24b4_round tube.jpg
14305,101.6,95.24,3.18,0,2.654,die_profile_images/.net_data/55403a64-b546-4cc2-a561-972be809e55f_round tube.jpg
14306,88.9,82.55,3.18,0,2.308,die_profile_images/.net_data/0a302ff3-5227-42c8-b881-dd7d8dafaadc_round tube.jpg
14307,76.2,57.2,9.5,0,5.374,die_profile_images/.net_data/9b93430c-6240-463b-bb76-ec2636042e6f_round tube.jpg
14308,82.55,76.19,3.18,0,2.14,die_profile_images/.net_data/eb0e9713-7be8-491a-b633-bb6bd3c2e1fd_round tube.jpg
14309,96,86,5,0,3.859,die_profile_images/.net_data/1ce3b8b1-47d0-466b-884b-5e1aa786027f_14111.jpg
14310,88,84,2,0,1.458,die_profile_images/2021/03/26/053445/round_tube.jpg
14311,87.5,70,8.75,0,5.844,die_profile_images/2021/06/16/044012/14023.jpg
14312,80,70,5,0,3.18,die_profile_images/2023/11/22/021353/Screenshot_20231122_141325_Chrome.jpg
14313,108,90,9,0,7.55,die_profile_images/2023/12/25/045304/14313.jpg
14335,50.8,21.8,14.5,0,5.4,die_profile_images/2021/06/16/043845/ROUND_TUBE.jpg
14341,63.5,60.2,1.65,0,0.865,die_profile_images/2022/04/02/112134/round_tube.jpg
14342,8,6,1,0,0.05,die_profile_images/2024/12/09/111218/14342.jpg
15001,18,18,1.45,0,0.135,die_profile_images/.net_data/9cf226c1-9462-486c-b184-27e81e34ba5d_plain T.jpg
15101,25,25,2,0,0.254,die_profile_images/.net_data/b6e9db59-86af-4e4b-afbf-bc06439a437d_plain T.jpg
15301,70,70,3,0,1.109,die_profile_images/.net_data/3b79087c-5862-428a-9706-111e48434a05_plain T.jpg
15302,50,50,8,0,1.987,die_profile_images/.net_data/c5f031dc-0612-4218-abd4-5f455a013170_plain T.jpg
15303,50.8,50.8,4,0,1.053,die_profile_images/2022/03/16/110322/plain_T.jpg
15351,24,28.5,2.6,0,0.35,die_profile_images/.net_data/b12b01eb-f835-4938-aeed-22ed25f7164e_UNEQUAL T.jpg
15352,30.7,13,0.7,0,0.082,die_profile_images/2024/07/17/093506/15352.jpg
15701,38,38,1.5,0,0.317,die_profile_images/.net_data/d3e3d0b8-1d0a-440d-8f66-af402e72282d_25501.jpg
15702,18.7,17.92,1.5,0,0.164,die_profile_images/2021/04/17/124717/15702.jpg
15703,34.5,37,4.9,0,0.66,die_profile_images/.net_data/b80b8b5c-98d8-4c30-bfb0-3994b5592d96_15703.jpg
15704,27,41.3,4.8,0,0.72,die_profile_images/2021/11/30/021407/17504.jpg
16001,11.8,7.9,1,0,0.075,die_profile_images/.net_data/d4cf0409-0b96-403f-9d52-9901fe590e33_16001.jpg
16101,36,32.4,1.8,0,0.53,die_profile_images/.net_data/7cb1a8d3-5535-4e96-a19d-6e57f0a07370_16101.jpg
16102,36,32.1,1.95,0,0.573,die_profile_images/.net_data/e57b1574-f1c7-496e-bab9-233bbaa26593_16102.jpg
16103,39.5,37.7,0.9,0,0.327,die_profile_images/.net_data/08136a69-ea73-405e-b156-acb0ff42632a_16103 sp round tube.jpg
16103,39.5,37.1,1.2,0,0.327,die_profile_images/.net_data/51c80dab-c87e-43a7-8abd-ec6e010298d8_16103 sp round tube.jpg
16104,28,25.6,1.2,0,0.322,die_profile_images/.net_data/d2e731fa-0ec1-4a30-a3a3-7f51ae4ceaca_16104 round tube.jpg
16105,25.3,20.4,0,0,0.4,die_profile_images/2021/04/05/043544/16105.jpg
16201,50.6,48.6,1,0,0.5,die_profile_images/.net_data/87a96b7f-7731-4f3b-bc5f-cb6958d04c84_16202.jpg
16202,48.8,46.1,1.35,0,0.605,die_profile_images/.net_data/e2dbecaf-41b0-4553-a993-d94969635940_16202.jpg
16203,49.25,32.5,5.8,0,1.924,die_profile_images/2021/07/24/040115/16203.jpg
16204,50,30,3,0,1.205,die_profile_images/2023/04/07/010701/16204.jpg
17001,9.5,9.5,0.55,0,0.041,die_profile_images/.net_data/d9cb5738-6893-4a0a-a0b7-98670d0333cb_equal u channel.jpg
17002,10,10,1.2,0,0.09,die_profile_images/.net_data/2e3ce103-1245-40e1-9803-dd0046a6eb9d_equal u channel.jpg
17003,12,12,0.75,0,0.069,die_profile_images/.net_data/1fc2e96c-fa0e-4c82-9950-6400adff85a1_equal u channel.jpg
17004,19.1,31.8,3.2,0,0.653,die_profile_images/2021/08/12/030704/17004.jpg
17101,25,25,2,0,0.383,die_profile_images/.net_data/6d1d46af-9a00-4ba1-b0f1-b01cda69787a_equal u channel.jpg
17102,38,38,3,0,0.874,die_profile_images/.net_data/64a9fb1c-a3b4-4e46-b57e-34ffddf13d0e_equal u channel.jpg
17103,25,25,1.5,0,0.291,die_profile_images/.net_data/a32a1bf6-f28f-4ac9-9f10-f1c53df331ff_equal u channel.jpg
17104,30,30,3,0,0.68,die_profile_images/.net_data/dd3ad66f-b207-4db5-81be-98d2261a2816_UNEQUAL CHANNEL.jpg
17105,40,40,2,0,0.626,die_profile_images/2021/05/10/035415/equal_u_channel.jpg
17201,44.95,44.95,2,0,0.704,die_profile_images/.net_data/2f89f07d-1dc7-438b-9a0a-999107fcb709_equal u channel.jpg
17202,60,60,3,0,1.409,die_profile_images/2021/07/31/040015/equal_u_channel.jpg
17203,50,50,3,0,1.166,die_profile_images/2023/12/14/023953/equal_u_channel.jpg
17501,21,15,1.6,0,0.206,die_profile_images/.net_data/b9a18c97-7c5d-42d8-b33d-c4d08d66fcc2_UNEQUAL CHANNEL.jpg
17502,23,12,1.8,0,0.21,die_profile_images/.net_data/4b21e5e2-faad-4ae1-8d1c-8cbe9c7d865d_UNEQUAL CHANNEL.jpg
17503,23.75,20,1.7,0,0.27,die_profile_images/2023/10/04/042916/17518.jpg
17504,38,19,2,0,0.388,die_profile_images/.net_data/745052a7-12d0-4916-8dfa-d3b7307ec973_UNEQUAL CHANNEL.jpg
17505,50,25,2,0,0.518,die_profile_images/.net_data/240c7753-0b85-4495-970d-8f4f55e6f6a7_UNEQUAL CHANNEL.jpg
17506,76.2,38.1,6.35,0,2.395,die_profile_images/.net_data/027bb304-268d-4c51-9596-887dd1179aa7_UNEQUAL CHANNEL.jpg
17507,85,42,2,0,0.89,die_profile_images/.net_data/3cc9ffc2-cfa1-4d23-a28a-176d19f47680_UNEQUAL CHANNEL.jpg
17508,101.6,50.8,6.35,0,3.284,die_profile_images/.net_data/9a95da96-0779-470e-aba3-40a0f470b682_UNEQUAL CHANNEL.jpg
17509,100,75,6.35,0,4.068,die_profile_images/.net_data/fec4d381-3c45-47d1-b8af-f8a37bc8b509_UNEQUAL CHANNEL.jpg
17510,127,50.8,2,0,1.212,die_profile_images/.net_data/375b1605-9000-40fb-adc9-3f14e5174043_UNEQUAL CHANNEL.jpg
17511,20,15,2,0,0.248,die_profile_images/.net_data/6ebe9cbc-ca2e-4ef0-9679-afb2ca606864_UNEQUAL CHANNEL.jpg
17512,70,60,3,0,1.49,die_profile_images/2021/05/14/043142/UNEQUAL_CHANNEL.jpg
17513,19,13,2,0,0.221,die_profile_images/2021/11/16/054417/UNEQUAL_CHANNEL.jpg
17514,75,25,2,0,0.653,die_profile_images/2022/09/16/114449/UNEQUAL_CHANNEL.jpg
17515,57.15,38.1,3.18,0,1.088,die_profile_images/2022/05/06/110453/UNEQUAL_CHANNEL.jpg
17516,73.05,38.1,3.18,0,1.224,die_profile_images/2022/05/06/110202/UNEQUAL_CHANNEL.jpg
17517,100,50,1.8,0,0.954,die_profile_images/2022/07/20/124238/UNEQUAL_CHANNEL.jpg
17518,50.8,38.1,3.18,0,1.034,die_profile_images/2022/09/15/051040/UNEQUAL_CHANNEL.jpg
17519,15.88,22.23,3.18,0,0.462,die_profile_images/2022/10/11/112434/17004.jpg
17520,60,40,5,0,1.754,die_profile_images/2024/04/09/044042/UNEQUAL_CHANNEL.jpg
17521,10,12,1,0,0.077,die_profile_images/2024/05/15/125343/17521.jpg
17522,22.4,6.2,1.2,0,0.103,die_profile_images/2024/06/03/104526/17522.jpg
17523,15.5,9.45,1.5,0,0.149,die_profile_images/2025/02/12/112932/17523.png
18001,63.5,38,1.2,0,0.589,die_profile_images/.net_data/d426da92-9684-4216-a344-3e35a055de27_18001.jpg
18002,5.6,5.6,1.1,0,0.046,die_profile_images/.net_data/dae9576f-e9e2-4c58-ba44-8343dab79276_18002.jpg
18003,63,63,5,0,2.489,die_profile_images/.net_data/6dfdbf19-c090-4323-8fd6-b36512d38a83_18003.jpg
18004,114,68,6,0,7.932,die_profile_images/.net_data/d5234a85-a505-4967-a5dc-c89ebc9699a9_18004.jpg
18005,23.75,20,1.7,0,0.27,die_profile_images/.net_data/586f602c-57ae-4516-99d7-cbc5fa280c0f_18005.jpg
18006,76.2,38,7,0,2.611,die_profile_images/.net_data/7097dfe8-e703-4476-98d8-69e5b0d368b4_18006.jpg
18007,76.5,38,6.5,0,2.448,die_profile_images/2021/04/17/015719/18007.jpg
18008,18,72,2,0,0.783,die_profile_images/2024/09/10/094558/18008.jpg
19001,40,4,0,0,0.351,die_profile_images/.net_data/9c1241bd-bb45-4d0a-a99b-a4ba522dc781_19001.jpg
19002,30,6,0,0,0.483,die_profile_images/.net_data/bd575143-7db1-4b26-9b11-ea3a477751f4_19003.jpg
19003,50,8,0,0,1.077,die_profile_images/.net_data/b778ed8a-c21d-4bdb-b13c-30177310e7c5_19003.jpg
19004,80,10,0,0,2.101,die_profile_images/2024/01/30/045546/19004.jpg
19005,100,10,0,0,2.641,die_profile_images/2024/01/30/045627/19005.jpg
19301,20,10,0,0,0.482,die_profile_images/.net_data/63974370-8f1d-4fb6-9f16-b3cc3e2cc0d8_19301.jpg
19801,19.9,19.9,0,0,1.031,die_profile_images/.net_data/ec83c14a-4b91-4ccc-b5f6-7ce80ba10722_19801.jpg
19802,25,25,0,0,1.65,die_profile_images/.net_data/f6645603-d0eb-4d3d-adb4-9720b9661041_19801.jpg
19803,19,19,0,0,0.826,die_profile_images/2021/04/05/043343/19803.jpg
19804,60,3,0,0,0.48,die_profile_images/2023/04/06/052659/19804.jpg
19805,40,6,0,0,0.626,die_profile_images/2023/04/06/052752/19805.jpg
20001,35,22,0.65,0,0.195,die_profile_images/.net_data/0552f7c0-e3da-498a-bbba-3510b8b52df9_1rectangular tube.jpg
20002,38,24,0.65,0,0.213,die_profile_images/.net_data/a0d2694b-b286-4c8d-a98b-98e613a2af1d_1rectangular tube.jpg
20003,38,24,0.75,0,0.245,die_profile_images/.net_data/2bf9a5b7-7c38-4bdf-ba99-de2e8eed03dd_rectangular tube.jpg
20004,38,24,0.85,0,0.276,die_profile_images/.net_data/dcaa3ba3-7cc3-4c26-b063-4fb7311da80d_rectangular tube.jpg
20005,38,24,1,0,0.324,die_profile_images/.net_data/6b7efec7-fd02-4f46-9633-a21bffe7d073_1rectangular tube.jpg
20006,35,22,0.75,0,0.224,die_profile_images/.net_data/4493ae04-532e-4d1c-af9a-a1822ef30357_rectangular tube.jpg
20007,38,24,1.2,0,0.373,die_profile_images/.net_data/1rectangular tube.jpg
20008,38,24,1.5,0,0.413,die_profile_images/.net_data/1rectangular tube.jpg
20009,38,24,1.6,0,0.508,die_profile_images/.net_data/1rectangular tube.jpg
20010,35,22,1,0,0.297,die_profile_images/2024/04/01/114011/20010.jpg
20012,40,20,3,0,0.872,die_profile_images/2024/02/26/010606/20012.jpg
20101,50.8,12.7,1.1,0,0.412,die_profile_images/.net_data/5dd9d5ea-ad1a-47e1-b646-e64662b48e23_1rectangular tube.jpg
20102,50.8,19,1.1,0,0.401,die_profile_images/.net_data/2a102d07-54c7-4dd3-9b52-5089ed5b9ab4_1rectangular tube.jpg
20103,48,24,0.7,0,0.266,die_profile_images/.net_data/1rectangular tube.jpg
20103,48,24,0.7,0,0.266,die_profile_images/.net_data/995f16ba-a6ef-42ff-8cc8-253209f4d42c_1rectangular tube.jpg
20104,48,24,0.9,0,0.341,die_profile_images/.net_data/cdc11ddb-da93-41bd-aa5b-31fdf962aa32_1rectangular tube.jpg
20105,48,24,1.4,0,0.523,die_profile_images/.net_data/f10fba63-0cd7-44f9-a703-e6aec4371a50_RECTANGULAR TUBE.jpg
20107,50.8,25.4,1,0,0.4,die_profile_images/.net_data/7bccbb07-fc7d-4a48-ac4e-406bb637bd67_rectangular tube.jpg
20108,50.8,25.4,1.2,0,0.478,die_profile_images/.net_data/3873a7fd-b277-453e-bf4b-0a1bb96442bc_1rectangular tube.jpg
20109,50.8,25.4,1.5,0,0.676,die_profile_images/.net_data/b878cfc4-c141-4d2a-9d73-f194c1e01e4f_1rectangular tube.jpg
20110,50.8,25.4,1.6,0,0.592,die_profile_images/.net_data/b8f16ca1-d5ef-48e4-b277-9e730bd0c42a_1rectangular tube.jpg
20111,50,25,2,0,0.82,die_profile_images/.net_data/579897d8-f5e3-4287-bb70-59c65bfda1f4_1rectangular tube.jpg
20112,50,38,2,0,0.993,die_profile_images/.net_data/59e239a0-00dc-498a-8209-46ca058c0b79_1rectangular tube.jpg
20113,50.8,38.1,1.5,0,0.695,die_profile_images/.net_data/db37abb8-a1b4-4de1-8f4c-d22456ef4464_1rectangular tube.jpg
20114,50,19,1.5,0,0.534,die_profile_images/.net_data/0ac8b39c-a96e-4f66-a9a3-d63b7ab983c0_1rectangular tube.jpg
20115,25,12,1.2,0,0.224,die_profile_images/.net_data/f41aedd3-b23e-4222-adcd-b3bcbaa7d3e0_1rectangular tube.jpg
20116,54.5,24.3,1.1,0,0.445,die_profile_images/.net_data/a8dc318d-7ca0-427c-b38c-466e3da4473d_1rectangular tube.jpg
20117,38.1,24,2,0,0.727,die_profile_images/.net_data/04d4a7a5-bbc9-488d-a0b0-e9ba5d3f7b68_1rectangular tube.jpg
20118,50,38,1.8,0,0.82,die_profile_images/.net_data/2a790a52-7e24-4c8c-a812-475f60eab3df_1rectangular tube.jpg
20119,38.1,19,1.5,0,0.438,die_profile_images/.net_data/81ce4180-b2d0-4e60-a00c-ec0f0a14ee36_1rectangular tube.jpg
20120,50.8,25.4,2.5,0,0.961,die_profile_images/.net_data/1de6d075-43b6-4f4d-974d-7dd449bbd05a_1rectangular tube.jpg
20121,50.8,25.4,3,0,1.137,die_profile_images/.net_data/52e4f413-5f46-4b30-970c-14f44326327d_1rectangular tube.jpg
20123,50,20,4,0,1.338,die_profile_images/2023/04/08/031530/69190.jpg
20125,60,40,4,0,1.987,die_profile_images/2024/04/09/043848/1rectangular_tube.jpg
20127,29,19,1,0,0.248,die_profile_images/2024/06/03/050734/20127.jpg
20201,62,25.4,1,0,0.461,die_profile_images/.net_data/b17fb009-ac49-4cf1-bdb3-e1afeaee765d_1rectangular tube.jpg
20202,62,25.4,1.2,0,0.55,die_profile_images/.net_data/03e98afd-573d-49f2-8415-73860e25e190_1rectangular tube.jpg
20203,62,38,0.8,0,0.425,die_profile_images/.net_data/741adf94-2f49-4a30-b1c2-48751ebca0d5_1rectangular tube.jpg
20204,62,38,0.9,0,0.447,die_profile_images/.net_data/7e23f17d-9e64-4b27-985a-1a075a32f19a_1rectangular tube.jpg
20205,62,38,1,0,0.529,die_profile_images/.net_data/f386f557-e5df-41f7-b96a-cd9279ed987e_1rectangular tube.jpg
20206,62,38,1.5,0,0.862,die_profile_images/.net_data/6a491a14-9c71-4cb3-aaba-f33bb598b1a0_1rectangular tube.jpg
20207,62,38,1.2,0,0.632,die_profile_images/.net_data/c9833eac-1c55-4eee-a964-8483c7ca1663_1rectangular tube.jpg
20208,62,38,1.6,0,0.836,die_profile_images/.net_data/ab94d8de-f09e-4509-b303-3d121e056278_1rectangular tube.jpg
20209,62,38,1.8,0,0.937,die_profile_images/.net_data/a9809bfa-e93f-4751-b1a3-c936e32bfd65_1rectangular tube.jpg
20210,62,38,2,0,1.036,die_profile_images/.net_data/286435e7-9a67-4d80-94df-c451424aeeb2_1rectangular tube.jpg
20211,63.5,38.1,2,0,1.053,die_profile_images/.net_data/3c58fa1b-fc1d-476d-9eff-1651be39d8b7_rectangular tube.jpg
20212,60,40,1.5,0,0.786,die_profile_images/.net_data/4eff1584-6a83-479a-9b40-6cf7e73dff34_rectangular tube.jpg
20213,62,25.4,2.4,0,1.07,die_profile_images/.net_data/4acfe139-18ee-4f34-964f-9c9a3723b3f3_1rectangular tube.jpg
20214,60,40,4,0,1.987,die_profile_images/.net_data/af29d952-3b1b-4bcc-8c94-13d8c78af63b_1rectangular tube.jpg
20215,70,50,4,0,2.419,die_profile_images/2024/03/20/052131/1rectangular_tube.jpg
20220,48,24,1.8,0,0.664,die_profile_images/.net_data/6ee4d6c5-1e60-41d8-b7b4-766a046f6377_1rectangular tube.jpg
20221,38,19,1,0,0.297,die_profile_images/2021/08/03/101634/rectangular_tube.jpg
20301,76,12.7,1.7,0,0.783,die_profile_images/.net_data/c970e311-55c6-41d4-9b1a-5ece511d0731_1rectangular tube.jpg
20302,76,19,1.1,0,0.551,die_profile_images/2023/10/13/122227/20302.jpg
20303,73,20,1,0,0.491,die_profile_images/.net_data/0aac9a74-5705-4e8a-a8d1-87fca12b2274_1rectangular tube.jpg
20304,76,25.4,0.9,0,0.484,die_profile_images/.net_data/5aa91347-1924-451c-a88e-6dcff98c404c_1rectangular tube.jpg
20305,76,25.4,1.5,0,0.797,die_profile_images/.net_data/a7852ba2-bb62-4e62-a0c9-10aa7816bb28_1rectangular tube.jpg
20306,76,25,3,0,1.539,die_profile_images/.net_data/747b8c58-ca5c-43a3-87e9-23a89ea25393_1rectangular tube.jpg
